rank,name,description,country,url
=103,Ghent University,"Ghent University (UGent) in Belgium was founded in 1817 by King William I of Orange. As a Flemish university, most of UGent’s 230 degree programmes are taught in Dutch, although a few of its graduate degrees are offered in English.

With a total of 36,000 students and 9,000 staff, UGent is one of the major research universities in Belgium. Its 11 faculties offer a wide academic portfolio, including courses in every scientific discipline, while its research investment averages around £180million annually.

UGent prides itself on being among the leading universities in the world with a global reputation that attracts talented students and teachers. It boasts associations with several Nobel Prize winners, among them Joseph Guislain, Walter Fiers, Marc Van Montagu and Peter Piot. While its alumni include such notables as Robert Cailliau, who collaborated with Tim Berners-Lee in developing the internet, and the astronaut Dirk Frimout.

The university’s main campus is located close to the city centre. It also has a campus by the sea in Ostend, home to the GreenBridge incubation and innovation center that provides facilities for start-up technology companies, and conducts sustainability research into seas and oceans.

UGent was also the first university in Europe to be accepted as part of the Songdo Global University Campus (SGUC) in Incheon, South Korea, where it provides three bachelor's programmes in molecular biotechnology, environmental technology and food technology to domestic and international students, alongside the 10 other universities it shares a campus with.

Students who live in Ghent can expect to be surrounded by beautiful architecture, unique street art and a large number of pubs, clubs and restaurants.

Good transport links exist throughout the city and Ghent has excellent links to the rest of Belgium by train. Much of Ghent is also navigable by bicycle, which is the most popular mode of transport for students.",Belgium,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/ghent-university
=103,Lund University,"Founded in 1666, Lund University is a public research university in Sweden that consistently ranks among the world’s top universities.

Located in the city of Lund, in southern Sweden (close to Denmark and Germany), the university also has campuses in Malmö and Helsingborg.

Home to over 41,000 students, 3,000 of them postgraduate, and more than 7,000 staff, it is considered to be one of the biggest Nordic educational and research institutions.

It also boasts one of Scandinavia’s most extensive educational programmes, with over 300 degree programmes and 2,000 courses. Its areas of teaching and research expertise include economics, arts and humanities, theology, law, music and theatre, medicine, science and social sciences.

Lund University’s Library, founded in 1666 at the same time as the university, is one of the country’s oldest and largest buildings.

The city itself dates back to 990, offering 1,000 years of history in its cobble-stone streets, alongside the more modern day attractions of shopping, restaurants and music venues.

With over 600 partner universities in more than 70 countries, Lund belongs to the League of European Research Universities, and Universitas 21, a global network of research universities.

It’s also home to two important scientific facilities: the MAX IV – an electron accelerator laboratory for research into radiation, nuclear physics and accelerator physics – and the European Spallation Source (ESS), for materials research.

The city of Lund has the youngest population of any in Sweden and its atmosphere is described as ‘youthful and laid back.’

The university has dark blue and bronze as its colours, and a motto, Ad utrumque, which translates as ‘Prepared for both the book and the sword’.

It lays claim to many innovations and new discoveries, including facial recognition technology, the wireless technology Bluetooth (named after a Viking chief) and Nicorette, the world’s first nicotine medicine developed to help smokers quit their habit.",Sweden,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/lund-university
105,Michigan State University,"Michigan State University (MSU) was created in 1855 and was the first of America’s “land-grant” universities  -- institutions handed land to create an environment “where the leading object shall be, without excluding other scientific and classical studies and including military tactics, to teach such branches of learning as are related to agriculture and the mechanic arts...in order to promote the liberal and practical education of the industrial classes in the several pursuits and professions of life.”

Today, MSU is one of the largest institutions in the US in terms of enrolment, with over 50,000 students, and is sprawled across a 5,200-acre campus in East Lansing. It also operates a campus in Dubai. Its alumni reach is over 540,000 strong, spread all over the world.

MSU is a multi-disciplinary research institution and this is reflected in its diverse range of accolades. Alfred D. Hershey, who took his undergraduate and doctoral degrees at MSU, won the Nobel Prize in Physiology or Medicine in 1969, while one of the world’s greatest ever basketball players Earvin “Magic” Johnson was a keen student at the university before being drafted by the NBA. MSU’s College of Communication Arts and Sciences has a particularly rich history, cultivating eight Pulitzer Prize winners. Richard Ford, another Pulitzer Prize winner for his novelIndependence Day, also studied at MSU.

MSU students are dubbed ‘Spartans’ when they enter the institution and the university’s large sports programme, which has 25 varsity squads.",United States,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/michigan-state-university
106,Aarhus University,"Aarhus University is a well-established institution, with almost 100 years of history behind it. Since 1928, it has cultivated a reputation as a world-leading research institution, which can be seen through its regular appearance in the top 100 of many rankings. Over the years, AU has evolved into a dynamic and international, institution. Recently, Aarhus University ranked 69thin the Shanghai rankings and regarding internationalization AU is ranked in the top as well as no. 45 on Times Higher Education’s ranking as “Most International Universities in the World”.

50+ study programmes in English

12% of students here at Aarhus University are international, coming from over 120 different countries! We also have many international researchers throughout all faculties, and all our PhDs are taught in English. At Bachelor’s or Master’s level and we are proud to offer over 50 English-taught courses. English really is our second language here at AU. Additionally, we have a specialised International Centre, which can provide guidance and support on a range of topics.

Research-based university

Aarhus University is the largest research-based university in Denmark, and a nationwide institution with three campuses located in Aarhus, Emdrup and Herning. Many lecturers here are active researchers, meaning teaching at AU is based on recent research projects. This gives our students access to the most up-to-date findings, and ensures an excellent standard of teaching.

Scandinavian teaching style inspires critical thinking

The teaching environment at Aarhus University is relaxed and collaborative. We hope to inspire our students through informal class discussions and debates, with our lecturers placing a high value on student insights. This nurtures the development of critical thinking skills. Many of our courses are interdisciplinary, which aims to provide multi-faceted knowledge of the subject and broaden career options.

A comprehensive university with five faculties

There are five main faculties at Aarhus University: Arts, Business and Social Sciences, Health, Natural Sciences and Technical Sciences, with more than 38.000 students and 8000 staff.

Students are welcome to use the state of the art research facilities available in each faculty. Each faculty is highly specialised, and focused on contemporary issues. For example, the faculties of Natural and Technical Sciences are currently concentrating on sustainability and facilitating a green transition.",Denmark,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/aarhus-university
=107,University of Birmingham,"Founded in 1900 on the vision set down by politician and statesman Joseph Chamberlain, the University of Birmingham prides itself on a longstanding tradition of innovation and progressive initiatives.

The university was a founding member of the National Union of Students, and the first in the country to be built on a campus model, incorporate a medical school and offer degrees in dentistry.

It was also the country’s first civic or ‘redbrick’ university, with students accepted regardless of their background or religion.

The modern university is home to 26,000 students, 5,000 of them international. With 31% of its academic staff also from overseas, Birmingham lays claim to one of the most diverse campuses in the UK and encourages a global outlook. Students can take advantage of a number of opportunities to internationalise their degree: around 450 undergraduates complete a year abroad as part of their course.

Birmingham’s main campus is located in the Edgbaston area of the city, where it houses the Joseph Chamberlain Memorial Clock Tower (the world’s tallest free-standing clock), and the Barber Institute of Fine Arts, which opened in 1939 and exhibits original work by Van Gogh, Picasso and Monet.

It is also the location of one of the largest medical schools in Europe and the place where pacemakers and plastic heart valves were developed, where allergy vaccines were pioneered and where the first clinical trials of the contraceptive pill outside the USA took place.

Today, the university cites nanotechnology, gene therapy, virtual reality and robotics as being at the forefront of its research priorities.

At various times, it has been home to eight Nobel laureates and its alumni includes the former British prime ministers Stanley Baldwin and Neville Chamberlain.

Despite Birmingham’s industrial roots, the city is one of the greenest in the UK, with more miles of canals than Venice. Popular with foodies, it is second only to London in terms of the number of Michelin star restaurants it boasts and, with almost 40% of its population below the age of 25, the city has one of the youngest populations in Europe.",United Kingdom,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/university-birmingham
=107,RWTH Aachen University,"The RWTH Aachen University was founded in 1870 after Prince William of Prussia decided to use a donation to set up an institute of technology somewhere in the Rhine Province. Funding local banks and an insurance company meant that it was eventually located in Aaachen, so building work began in 1865 and doors opened to 223 students during the Franco-Prussian War. There was a strong focus on engineering and particularly the local mining industry.

As Germany’s westernmost important city, Aachen is situated at the heart of Europe and very close to the Dutch and Belgian border, so RWTH Aachen – or Rheinisch-Westfälische Technische Hochschule Aachen – benefits greatly from a mix of cultures and languages. Although faculties of philosophy and medicine were introduced in the 1960s, it is still most famous for natural sciences and engineering – and, since 2014, has joined forces with the city to give a prestigious annual Engineering Award to a prominent figure in the field.

The university has always had strong ties with industry, creating a European equivalent of Silicon Valley around it, and attracted exceptional levels of external funding to its researchers. For its size, Aachen is the dominant German city for university spin-off companies and offices of engineering firms.

The world’s first wind tunnel and particle accelerator were both developed at RWTH Aachen. Major innovations created onsite include a pioneering aircraft made entirely of metal and a diesel soot filter.

In its strategy for 2020, RWTH Aachen makes clear its commitment to interdisciplinary research, which, along with diversity, internationalization and natural sciences, forms one of the four core themes of the work being carried out at its research park. It also aims to be to the top German university of technology and one of the five best in Europe.",Germany,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/rwth-aachen-university
109,University of Bern,"The University of Bern, based in the Swiss capital, was officially founded in 1834 - although it can trace its roots back to the 16th century, when it became compulsory for monks to be educated in a higher education institution.

It was in the 1800s, however, that the university was officially founded, growing in size throughout the 19th and 20th centuries in line with the city of Bern’s own booming fortunes.

The university played a key role in the evolution of women's studies. Even in 1870, the the institution had a female student -Catharina Gontscharoff - registered. In 1899, the institution’s Female Students' Society was established, representing women's interests. Its motto was: ""Same Rights, Same Duties"".

The university has some prestigious former faculty members. Albert Einstein taught theoretical physics at Bern in 1908, and the following year the Russian philiospher Anna Tumarkin became a professor (and the first European lecturer to accept PhD students).

The University of Bern is not located on a single, main campus. Instead, its faculties and schools are based in the Länggasse area - a district net to the city centre known as the academic part of the town.

The institution has also obtained and repurposed other buildings in the area. Its Faculty of Theology (along with some other faculties), for example, is based in a former chocolate factory. Another former factory known as the vonRoll site is also to be turned into a university building, and will house the Department of Social Sciences.

Famous alumni of the university include philosopher Walter Benjamin, Nobel Prizewinner for chemistry Kurt Wüthrich, and the writer John le Carré.",Switzerland,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/university-bern
110,Queen Mary University of London,"Founded in 1785 as the London Medical College, Queen Mary University of London (QMUL) is the amalgamation of four historic medical institutions, including England’s first medical school.

It was officially granted university status in 1887 and now offers over 240 degree programmes across three faculties: Humanities and Social Sciences, Science and Engineering, and Medicine and Dentistry.

Home to more than 20,000 students from 155 nationalities, the university’s five campuses are all situated in the heart of the capital. Its main campus at Mile End, in London’s fashionable East End, is the biggest self-contained university campus anywhere in the city.

With international students making up 40 per cent of the total student population, the university prides itself on having a vibrant, multicultural community with programmes in place, including help with English, to support overseas students. It also offers students assistance with job-hunting via the university’s own jobs website.

A member of the Russell Group of research-led universities, QMUL was ranked 9th among UK universities in the 2014 Research Excellence Framework. It scores consistently highly in other global league tables and was inThe Sunday Times’ top ten UK universities for highest graduate starting salaries.

QMUL alumni include the writers Sir Malcolm Bradbury, JG Ballard and Sarah Waters, as well as Bruce Dickinson, lead singer with the heavy metal band Iron Maiden.

Other QMUL notables include Elizabeth Blackwell, the first fully qualified female doctor in the UK who trained at its medical college in 1850; Sir John Vane, credited with discovering how aspirin works; and Dr Thomas Barnardo, the Victorian philanthropist who founded the charity for poor and orphaned children.

QMUL also lays claim to associations with six Nobel Prize winners, the skeleton of Joseph Merrick (‘the Elephant Man’) housed in its Pathology Museum, and the second oldest surviving Jewish cemetery in England, dating from 1726, located in the centre of its campus.",United Kingdom,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/queen-mary-university-london
=111,Nanjing University,"Nanjing University, which traces its history back to 1902, is one of China’s leading public higher education institutions.

It is a member of the C9 League, a group of leading higher education institutions which are often likened to the US Ivy League or the UK’s Russell Group, and which receive additional funding from the Chinese government.

The university is located in the city of the same name, in Jiangsu province, about 185 miles west of Shanghai.

It offers a range of multi-disciplinary courses, in areas such as the humanities, social sciences, natural sciences, engineering and management.

In total, Nanjing has 21 schools, running courses at undergraduate, postgraduate and research level. The university has one of China’s largest libraries, holding more than 4.5 million volumes.

These activities are spread across three campuses: in Gulou in the city centre; Pukou, on the northern bank of the Yangtze River; and the Xianlin international campus, to the east of the city.

The university claims to have played a central role in the development of Chinese politics and society.

A group of communists from Nanjing Higher Normal School, a forerunner of the modern institution, are credited with introducing the theory of Marxism to the Chinese general public in the early 1920s.

Scholars and students from the institution also played a key role in the country’s fight against Japanese occupation, and in the development of the modern Chinese state.

Nowadays the university has built links with higher education institutions around the world, and has set up several collaborative institutes, including the Centre for Chinese and American Studies, a partnership with Johns Hopkins University.",China,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/nanjing-university
=111,Uppsala University,"Founded in 1477, the historic Uppsala University was the first to be founded within both Sweden and the whole of Scandinavia.

Now ranked among the best research universities in the world, Uppsala comprises nine faculties and over 45,000 students, 12% of which are international. It boasts strong strategic links with other global universities and runs exchange programmes with approximately 500 universities worldwide.

Most undergraduate degrees at the university are taught in Swedish, although a few courses, mainly at postgraduate level, are taught in English.

Uppsala is a multi-campus university with sites that include the Biomedical Centre, one of Europe’s largest for life sciences, located on an old military base, and another on the island of Gotland, a UNESCO World Heritage site and popular Swedish holiday destination with miles of pristine beaches.

The university’s long history has given rise to a multitude of prominent scholars, including Carl Linnaeus, an 18th century Uppsala professor who created the system for classifying nature that’s still in use today, and Anders Celsius, an astronomy professor, who devised the Celsius temperature scale.

Eight Nobel Prize winners are associated with the university in total and its alumni include the IT entrepreneur Niklas Zennström, best known for founding Skype.

Uppsala is also famous for housing unique collections of cultural, artistic and scientific interest. Its various museums, including the Museum of Evolution and the Museum Gustavianum, situated in the university's oldest building, include artefacts dating back as far as the Viking period.

The university’s library is the largest in Sweden and its botanical gardens, which preserve an authentic 18th century environment, are the country’s oldest.

Uppsala itself is the fourth largest city in Sweden and a major cultural centre that blends tradition with modernity.

As a major historical landmark, Uppsala university is commonly referenced in Swedish literature and makes an appearance in many films, includingGirl With the Dragon Tattoo.",Sweden,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/uppsala-university
=111,Vanderbilt University,"Vanderbilt University is a private research institution in the US comprising four undergraduate schools in the liberal arts and sciences, engineering, music, education and human development, and a full range of graduate and professional degrees.

Its location, in Nashville, Tennessee – also known as ‘Music City, USA’ – is within walking distance of the city’s vibrant downtown area.

The university was built when shipping and rail magnate, ""Commodore"" Cornelius Vanderbilt, donated a $1 million endowment in 1873.

Its 330-acre campus has 120 centres and institutes, including the Institute of Nanoscale Science and Engineering, the Bishop Joseph Johnson Black Cultural Center, and The Freedom Forum First Amendment Center, which was established to support the First Amendment and educate students on issues of freedom of speech.

The university has won three national championships and boasts a football stadium that seats over 40,000 people.

Intercollegiate athletics teams are nicknamed Commodores, after Vanderbilt’s nickname, and wear the black and gold of a sea captain. Their mascot is also a commodore figure who wears a sea captain’s hat and jacket.

Vanderbilt has its own hand sign, involving the extension of the thumb, index and middle fingers of the right hand to form a ‘V’ and a ‘U’ shape.

The oldest building date on campus dates back to 1859, while others are registered National Historic Landmarks. The Vanderbilt Dyer Observatory is listed on the National Register of Historic Places.

Though Vanderbilt was intended to be an all-male institution, this was never enforced, and women were admitted from 1875 onwards.

When a fire burnt down the university’s Kirkland Hall in 1905, the schoolchildren of Nashville collected pennies to pay for a replacement bell. That same 2,000-pound bell still chimes in the rebuilt Kirkland Tower, on the hour, every hour.

Vanderbilt has produced four Nobel Laureates in its history, as well as several congressmen, judges, NFL major league baseball players and one Poet Laureate.",United States,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/vanderbilt-university
=114,University of Bonn,"The University of Bonn, officially named The Rhenish Friedrich Wilhelm University of Bonn after the Prussian King Friedrich Wilhelm, was founded in 1818.

Established at the time of the Age of Enlightenment, the university, built on critical thinking and liberal values, expanded rapidly with many eminent scholars attending from across the whole of Germany.

By the 1930s, the Nazis had forced many Jewish intellectuals and dissidents to leave, and the wartime bombardment of Bonn that followed in 1944 led to the university’s destruction. In the post-war period, the university was rebuilt, students returned and its academics set about restoring the institution to its former glory.

Today, the University of Bonn is among the world’s leading research universities. It is home to more than 35,000 students and 4,500 academic staff, with strategic partnerships in place with 70 universities across the globe. Its strong international spirit is evident in its cohort of 4,000 international students, which, at about 12.5% of the student populace, is higher than the national average. Each year it confers approximately 800 PhDs.

The university cites subject strengths in Mathematics, Physics, Astronomy, Economics, Biosciences, and Philosophy. Boasting two Nobel Prize winners: Wolfgang Paul in 1989 for Physics, and Reinhard Selten in 1994 for Economics, it also has associations with eight Leibniz Prize winners. Its most notable alumni include Karl Marx, Friedrich Nietzsche, and the composer Robert Schumann.

Offering over 90 degree programmes, the university is located across 371 buildings in the city of Bonn. Situated on the banks of the River Rhine, Bonn is a historic city and the birthplace of Ludwig van Beethoven.",Germany,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/university-bonn
=114,Penn State (Main campus),"Pennsylvania State University is one of the “Public Ivies”: a publicly funded institution that is thought to provide a standard of education comparable to that offered by the elite Ivy League.

Penn State is one of the largest universities in the US.

It runs more than 160 undergraduate degree programmes and a similar number of postgraduate qualifications, while conducting more than $800 million-worth of research every year.

The majority of students are based on the main campus, University Park, located in the centre of the state, but many students begin their studies on another campus before transferring to the main site.

The university has two law schools, as well as the Penn State Milton S. Hershey Medical Center, which treats more than 1 million patients every year.

The institution also operates Penn State World Campus, allowing students from around the world to study for the university’s qualifications online.

All this is a far cry from Penn State’s humble beginnings in 1855, when it was founded as the Farmers’ High School of Pennsylvania.

The institution gradually diversified its offering but did not gain university status in 1953, a move which was followed by a tripling of student numbers.

The university’s mascot is the Nittany Lion – referring to the mountain lions which are thought to have once roamed nearby Mount Nittany – and alumni take the same name.

Penn State is also home to the world’s largest student-run fundraising event, the Penn State IFC/Panhellenic Dance Marathon, which sees dancers strut their stuff around the clock over the course of a weekend, raising millions of dollars for charity.",United States,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/penn-state-main-campus
116,Vrije Universiteit Amsterdam,"Ever since it was founded in 1880, VU University of Amsterdam (VUA) has been known for its distinctive approach to knowledge. VU University of Amsterdam is an open organisation, strongly linked to people and society. What matters is not just the acquisition of a greater depth of knowledge, but also a wider one. We ask and expect our students, researchers, PhD candidates and employees to look further – to look further than their own interests and their own field, and further than what is familiar and further than the here and now.",Netherlands,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/vrije-universiteit-amsterdam
117,University of Virginia (Main campus),"The University of Virginia is a public institution founded in 1819 by Thomas Jefferson, principal author of the Declaration of Independence, who also served on the university’s original board alongside two other former US presidents (Madison and Monroe).

It’s located in Charlottesville, Virginia, a UNESCO World Heritage Site and bustling tourist centre just east of the Blue Ridge Mountains. In 2014, Charlottesville was named by the U.S. National Bureau of Economic Research as the ‘happiest city in America.’

The university is known for its student-run honours system, introduced in 1842 after a professor was shot and killed on campus. The honours system holds that students must not lie, cheat, or steal. Breaking any of these three rules may result in a trial before students, without any faculty present, and, if proved guilty, expulsion.

It is also renowned for its secret societies and many of the university’s 20,000-plus students are reputed to be members of societies that go by the names of ‘Seven’, ‘IMP’ and ‘Z’.

The Jefferson Literary and Debating Society, dating back to 1825, is the oldest continuously debating student society in the US and continues to meet at 7.29pm every Friday in Jefferson Hall, as it always has.

When Jefferson was designing the university, he placed a library, not a chapel (as was customary), at the centre of the institution to indicate a commitment to the pursuit of knowledge. In 1815, the newly-formed Library of Congress acquired Jefferson’s personal collection of 6,487 books on philosophy, science and literature.

The library still plays a central role in the life of the university, offering five million print volumes of books, 16 million manuscripts and home to a vast digital archive that works to preserve physical works, such as the Jefferson Papers, as well as rare video from the Civil Rights Era.

The University of Virginia has produced eight NASA astronauts, eight Pulitzer Prize winners and 51 Rhodes Scholars – the most from any state-supported university and the most in America’s South. Its alumni includes polar explorer Richard Byrd, author Edgar Allen Poe, artist Georgia O’Keefe, and Tina Fey, writer, actress and TV producer.",United States,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/university-virginia-main-campus
=118,University of Adelaide,"Ranked in the top 1% of universities worldwide*and located in the heart of the world’s 10th most liveable city**, the University of Adelaide offers the rare combination of elite academic performance and an unrivalled quality of life.

Established in 1874, we’re Australia’s third oldest university and have a rich heritage of accomplishment, being associated with one third of Australia’s Nobel Laureates—five in total. Yet our focus remains firmly on making history, not resting on it.

We are today home to 25,000 students, with 30% coming from overseas, creating a diverse community spanning more than 100 nationalities.

The education we provide is of the highest quality.  All Adelaide degrees ensure our students gain not only deep discipline knowledge, but broad transferable capabilities to explore every future opportunity. Consequently, we rank number one in South Australia for graduate employability.

We’re our state’s only member of Australia’s prestigious Group of Eight research-intensive universities, with 100% of our research assessed as world-standard or above† and our work in 41 fields rated 5/5. Our 1700 research academics and 2300 research students work to find innovative solutions to world problems and industry challenges. Our key areas of focus are in the fields of agriculture, food and wine, defence and security, med-tech and health,  environment and sustainability, mining and energy, and society, culture and the economy.

*Times Higher Education, 2020 **Economist Intelligence Unit, 2019. ^ Excellence in Research Australia, 2018.",Australia,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/university-adelaide
=118,Free University of Berlin,"The Free University of Berlin was founded in 1948, in the turmoil of post-war Germany, when students of the former Universität Unter den Linden, then located in the Soviet sector of the city, were facing persecution because of their views. With international support, the Free University was established, allowing scholars to pursue their teaching and learning without political interference.

Truth, justice and freedom remain the university’s core values with these words imprinted on the university seal.

In the 1960s, the university was the site of several student protests and demonstrations. In 1990, German reunification brought about changes in the management of the university, and, with it, came a newfound focus on research. Today, it is one of only eleven designated ‘German Universities of Excellence’.

Set in the leafy suburb of Dahlem in southwest Berlin, the university is home to more than 32,000 students and offers over 150 degree programmes. It has 17 collaborative research centres, an academic staff of almost 5,000 and partnerships with universities the world over, as well as seven international liaison offices in Beijing, Brussels, Cairo, Moscow, New Delhi, New York, and Sao Paulo.

The university also boasts five Nobel Prize winners among its staff and 17 winners of the Leibniz Prize. With women employed in 30 per cent of its professorships, the university is also at the forefront of German higher education institutions when it comes to gender representation.

Over the years, the Free University of Berlin has hosted many influential figures, including President John F. Kennedy who chose it as the location to deliver his ‘Ich bin ein Berliner’ speech in 1963.",Germany,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/free-university-berlin
120,Georgetown University,"Georgetown University, a private university in Washington DC, is the oldest Catholic and Jesuit higher education institution in the US.

Its alumni include two former US presidents: Bill Clinton and Lyndon Johnson; as well as several other heads of state, including King Felipe VI of Spain.

Having been founded in 1789 by John Carroll, the US’ first bishop and archbishop, on a hilltop overlooking the Potomac River, Georgetown awarded its first bachelor’s degrees in 1817.

The American Civil War nearly forced the closure of the university, with the student body dropping from 313 to 17 between 1859 and 1861, but it was in the aftermath of the conflict that Georgetown became the institution that is known today.

Patrick Healy, the university’s president between 1873 and 1882 and the first African American to earn a PhD, reshaped the institution’s curriculum to place a focus on history and the natural sciences, and started the construction of Healy Hall, the flagship Flemish Romanesque building at the heart of the campus.

Nowadays the university is divided into nine undergraduate and graduate schools, including Georgetown College, which offers a liberal arts programme, and the Edmund A. Walsh School of Foreign Service, which has educated heads of state and politicians from around the world.

With more than 7,000 undergraduate and about 10,000 postgraduate students, about 11 per cent of Georgetown’s students are from overseas, being drawn from about 130 countries.

Although it has always been independent of the Catholic Church, Georgetown’s Jesuit heritage continues to be influential, with education at the university emphasising service to others, particularly the vulnerable and disadvantaged.

Georgetown also runs a school of foreign service in Doha, Qatar, and offers study abroad opportunities at villas around the Mediterranean.

Alumni and sports teams of Georgetown are known as Hoyas. Prominent Hoyas include US defence secretary Robert Gates and his predecessor Donald Rumsfeld; José Manuel Barroso, the former president of the European Commission; and King Abdullah II of Jordan. Actor Bradley Cooper is another Georgetown alumnus.",United States,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/georgetown-university
=121,Case Western Reserve University,"Case Western Reserve University (CWRU) is a private research university in Cleveland, Ohio. With its roots dating back to 1826, it became the university it is today in 1967 following a merger between Case Institute of Technology and Western Reserve University.

The university serves over 11,000 students who are drawn from all 50 US states of America and 86 different countries.

CWRU is made up of eight schools. These are the school of Engineering, Arts and Sciences, Nursing, Applied Social Sciences, Dental Medicine, Medicine, Law, Management, plus a Graduate Studies school. Faculty members total around 3,300.

It offers nearly 95 undergraduate degree programmes, 135 graduate and professional courses, and close to 140 dual-degree programmes. In addition to this, the university has over 100 interdisciplinary academic and research centres and institutes that, between them, provide an extensive range of study.

The university campus comprises 185 acres of land in Cleveland’s University Circle – known as ‘Ohio’s most spectacular square mile’ – and a 389-acre farm in the picturesque suburb of Hunting Valley.

CWRU has a budget of over $1 billion and research revenues of around $360 million. As well as an endowment of approximately $1.7 billion, it draws funds of roughly $166 million from private sources in the form of gifts and pledges.

It is a member of the Association of American Universities and has been accredited by the Higher Learning Commision of the North Central Association of Colleges and Schools. It is classified by the Carnegie Foundation as a university with very high research activity.

The CWRU alumni network is more than 100,000 strong and the University is associated with 16 Nobel laureates.

Students of CWRU are known as Spartans because, like their namesake warriors, they ‘value an education that engages mind and body’.",United States,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/case-western-reserve-university
=121,Maastricht University,"At Maastricht University we go the extra mile. Students and staff choose Maastricht for its pioneering character. The youngest university in the Netherlands, we introduced the Problem Based Learning system. An innovative way of learning that stimulates our students to develop their personal academic skills. It is one of the added values of our university, which contributes to make our graduates attractive employees. Our employment rate is 93%.

Our top research is focussed on three university-wide themes –Europe and a Globalising World, Learning and Innovation, and Quality of Life. Curiosity driven and applied research results in solutions for global issues. Cultured Lab Meat has been invented in Maastricht. It represents the crucial first step in finding a sustainable alternative to meat production. Our innovative medical devices like special hearing equipment help patients to uplift their daily lives. In the slums of India people live longer thanks to our smoke reducing cook stove.

Located in the heart of Europe, with over 100 nationalities, UM is home to the most international student body in the Netherlands. The majority of our programmes embrace international themes and are taught either entirely or partly in English. We approach problems from a variety of perspectives. In this way, our ‘international classroom’ serves to prepare students for the rapidly changing and globalising labour market.

What does UM offer

Bachelor programmes

Master programmes

Postgraduate programmes

Summer schools",Netherlands,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/maastricht-university
=121,University of Sheffield,"Located in the city of Sheffield, South Yorkshire, the University of Sheffield is a public research university, a member of the Russell Group of research-led universities, and one of the UK’s original redbrick universities.

It was first established in 1897 when the Sheffield Medical School, Firth College and the Sheffield Technical School joined forces to create the University College of Sheffield. It became the University of Sheffield just 10 years later and founded on the penny donations of Sheffield factory workers who hoped a university would benefit their children, health and local economy.

Today the university teaches 25,000 students, including around 3,900 international students from 120 countries, and employs approximately 6,000 staff.

Its academic departments are divided into six faculties: arts and humanities, engineering, medicine, dentistry and health, science, social sciences, and international faculty, city college, Thessaloniki, Greece.

Its motto translates as ""To discover the causes of things"".

Sheffield can lay claim to five Nobel Prize winners among its alumni and faculty: Lord Florey for the 1945 Medicine / Physiology Prize, Sir Hans Krebs for the 1953 Medicine / Physiology Prize, Lord Porter for the 1967 Chemistry Prize, Richard Roberts for the 1993 Medicine / Physiology Prize, and Sir Harry Kroto for the 1996 Chemistry Prize.

Among its alumni are the authors Hilary Mantel and Lee Child, the 2012 Olympic gold-winner Jessica Ennis-Hill, chemist and first Briton in space Helen Sharman, and the first woman to fly solo from Britain to Australia, Amy Johnson.

Outside of the university itself, which ranks among the top in the UK for student experience, students at Sheffield can enjoy a thriving, cultural city with a reputation for being inexpensive.

The city also benefits from its close proximity to the Peak District, a national park and area of outstanding beauty. It is also within striking distance of other major cities in the North of England, including Leeds, Manchester and Newcastle.",United Kingdom,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/university-sheffield
