name,url,rank,region,country,n_changes,description
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),https://www.topuniversities.com/universities/national-research-nuclear-university-mephi-moscow-engineering-physics-institute,595,Europe,Russia,13,"The history of the National Research Nuclear University Me phi (Moscow Engineering Physics Institute) began with the foundation in 1942 of the Moscow Mechanical Institute of Ammunition. The leading Russian nuclear university Me phi was later established there and top Soviet scientists, including the head of the Soviet atomic project Igor Kurchatov, played a part in its development and formation. Six Nobel Prize winners have worked at Me phi over the course of its history – Nikolay Basov, Andrei Sakharov, Nikolay Semenov, Igor Tamm, Ilya Frank and Pa vel Cherenkov. Today, Me phi is one of the leading research universities of Russia, training engineers and scientists in more than 200 fields. The most promising areas of study include:

In addition, future managers, experts and analysts in the fields of management, engineering economics, nuclear law and international scientific and technological cooperation study at Me phi. Program mes at Me phi: Since 2014, the university has been implementing standards of the CDIO Initiative for modernising engineering training in higher education. The standards aim to improve the quality of the next generation of engineering graduates and are also used by leading world universities such as Stanford University, California State University and Massachusetts Institute of Technology. Are accredited by the FEANI (Federation of National Engineering Associations) and Agency for Accreditation of Engineering Education Program mes (ANO APIO). A graduate who studied under an accredited programme and has the necessary professional experience can obtain the rank (international certificate) of Euro engineer. Graduates of NRNU Me phi are in demand in Russia and abroad. They work at CERN, Brook haven National Laboratory (BNL), Julich Research Centre (Forschungszentrum Jülich GmbH), the Institute of High Energy Physics of the Chinese Academy of Sciences, High Energy Accelerator Research Organisation and in over 100 leading scientific cen tres around the world."
Universidade Federal de Minas Gerais (UFMG),https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais-ufmg,596,Latin America,Brazil,2,"Universidade Federal de Minas Ger ais (The Federal University of Minas Ger ais – UFMG) is a prominent public institution renowned for its excellence in Brazil. It is distinguished for its contributions to academic and scientific advancement, as well as its role in shaping professionals within the Brazilian higher education system. Seven former presidents of Brazil have belonged to UFMG, which boasts four campuses spanning an impressive total area of 8.76 million square meters, with constructed facilities encompassing 639 thousand square meters. The university comprises 20 academic units (colleges and schools), 3 special units, 3 administrative units, 2 hospitals, and 25 libraries. With a comprehensive educational portfolio, UFMG offers 91 undergraduate programs, serving a diverse student body exceeding 34,000 individuals. Additionally, the university provides 90 graduate programs, including 63 at the Ph. D. level, with an enrollment of over 12,000 students across various fields of study. It's noteworthy that UFMG's commitment to academic excellence is evident through its impressive rankings. Notably, 95% of its undergraduate programs and 75% of its Ph. D. level graduate programs are ranked among the best in Brazil, according to assessments conducted by the Brazilian Ministry of Education. Internationally, UFMG stands out in global university rankings, highlighting its reputation as one of Brazil's premier institutions. As one of the country's largest research universities, UFMG is dedicated to maintaining a harmonious equilibrium between the high-quality education offered at both the undergraduate and graduate levels, the expanding impact of its research endeavors, and the increasing social relevance of its academic pursuits."
Zayed University,https://www.topuniversities.com/universities/zayed-university,597,Asia,United Arab Emirates,0,"Named after the Founder of the Nation – the late Sheikh Zayed bin Sultan Al Nahyan, Zayed Universityis a national and regional leader in education innovation. Since our founding in 1998, we’re proud to have met the President’s high expectations and become globally recognized as the leading university in the region for excellence in educational innovation, research and student leadership development that serves the changing needs of the nation in economic, social and cultural advancements."
Asia Pacific University of Technology and Innovation (APU) Malaysia,https://www.topuniversities.com/universities/asia-pacific-university-technology-innovation-apu-malaysia,598,Asia,Malaysia,9,"APU MAKES WAVES IN THE QS WORLD UNIVERSITY RANKING 2026 -TOP 2% GLOBALLY

The Asia Pacific University of
Technology & Innovation (APU) has been officially recognised among the
world’s leading universities in theQS World University Rankings2026, placing it within the top 2% globally.

Facts regarding APU’s achievements in the latest QS World
University rankings 2026:

• Ranked #597 in the World - Top 2% of Universities Worldwide

• Ranked No.190 in Asia

• Ranked No.16 in the World for International Students

• Ranked No. 10 in the World for International Students Diversity

• Ranked Top 10 in Malaysia for Learning Experience

• Ranked Top 170 for International Faculty in the World

APU emerges as the First QS “5 Stars Plus” University
in Malaysia

APU is the First Malaysian University to achieve an overall rating of Five
Stars Plusin the latest QS Stars Rating awards that were
presented at the QS Apple Conference on 1st Nov 2021. Five Stars Plus
institutions must achieve five star ratings across all categories in
addition to achieving minimum highest benchmark score by QS STARS. APU is
amongst only 23 universities worldwide to achieve this hon our.

According to Leigh Kamolins, Head of Evaluation, QS
Intelligence Unit, ""The QS Stars university rating system audits and rates
over 600 universities globally in a broader range of criteria than any world
ranking exercise. Comprehensive audits are also independently carried out as
part of the ratings exercise. QS Stars™ shines a light on both the excellence
and the diversity of the rated institution. Congratulations
to Asia Pacific University (APU) for being the first ever QS 5-Stars Plus rated
institution in Malaysia and being 1 amongst 23 in the world.""The full list of QS 5-Stars Plus rated institutions can be found heretopuniversities. comMalaysia’s Highest Rated Emerging Universities

APU was announced as among the highest Rated Emerging Universities in Malaysia, being rated 5-STAR (EXCELLENT Rating) under the latest SETARA Ratings by the Ministry of Higher Education (MOHE). APU has maintained this Excellent Rating consecutively in the SETARA 2011, 2013, 2017 as well as in the latest ratings announced on 18th Dec 2020. The SETARA ratings system measures the performance of teaching and learning in universities in Malaysia.

APU is a ""Premier Digital Tech University"" - MDEC

APU was awarded the premier Digital Tech University statusby the Malaysia Digital Economy Corporation (MDEC). APU is recognised for its commitment in offering top-notch digital technology courses and ensuring our highly-skilled graduates continue to flourish and fill future digital job demands locally and globally. Premier Digital Tech University status was awarded by the Minister of Higher Education Malaysia. Premier Digital Tech Universities and Preferred Digital Tech Polytechnics (PDTIs) are Malaysia’s leading digital tech-focused tertiary institutions. The PDTIs have a proven track record in producing high quality graduates for digital tech-based high value jobs, via cutting-edge research and education policies, strong industry linkages, and career development and placement services.

Originally established as the Asia Pacific Institute of Information Technology (APIIT) in 1993, APU’s sound approach to nurturing school leavers into qualified professionals has resulted in our graduates being highly sought after by employers.

Born out of a collaboration between MDEC, the Ministry of Higher Education Malaysia and industry leaders, the PDTIs deliver end-to-end solutions to ensure that future graduates are propelled into becoming dynamic members of an innovation-driven and knowledge-powered Malaysia.

With an international student community of more than 130 countries studying in its Malaysian campus, APU offers a truly cosmopolitan learning environment which prepares students well for the global challenges which lie ahead. APU offers a wide range of degrees with Technology as a common core. It is APU’s aim to nurture and encourage innovation through our program mes, with the intention of producing individuals who will learn, adapt and think differently in new and better ways.

Worldwide Recognition – Internationally & Locally Recognised Degrees

You work hard to obtain the Degree. We work hard to get you Worldwide Recognition.

The Asia Pacific University has and always will, continue to develop and deliver its academic program mes through unique and well-established international partnerships and Qualifications gained from APU truly meet international quality standards.

Association of Commonwealth Universities (ACU)

Asia Pacific University (APU) is a member of The Association of Commonwealth Universities (ACU). One of the world's first international university network, the ACU has more than 500 member institutions in over 50 countries. https://www. acu. ac. uk/.

Through our network of APIIT Education Group branch campuses established in Sri Lanka and India, APU also reaches out to young aspiring professionals in these countries, providing them with a unique opportunity of experiencing international best practices in higher education using curricula, processes, resources and systems which have been developed in Malaysia. APU’s academic program mes are approved by the Ministry of Education of Malaysia and the qualifications are accredited, or provisionally accredited by the Malaysian Qualifications Agency (MQA).

For more information about APU, visit: www. apu. edu. my"
Hasselt University ,https://www.topuniversities.com/universities/hasselt-university,599,Europe,Belgium,3,"Hasselt University is an independent innovative university which is regionally anchored and has a pronounced international orientation. The university stands for excellence in education, top research in spearhead fields and active engagement in innovation and entrepreneurship. The overall objective is to combine academic excellence with economic and social relevance. The university aims to widen participation, addressing all talents, and inspires its students and staff to develop their full potential in a dynamic environment. Hasselt University targets students with attractive undergraduate, graduate and PhD program mes which are research-led and characterised by a high academic level and the integration of lifelong employability skills. The program mes are supported by a range of innovative and effective teaching and learning forms. University research policy is directed at top research in spearhead fields in a number of domains (electronic materials, ICT, life sciences, clean tech, bio statistics, traffic safety and mobility, open innovation and small businesses). In those multidisciplinary domains, the research institutes of Hasselt University combine fundamental and applied research, including contract research for regional and international industry and organizations."
Management and Science University,https://www.topuniversities.com/universities/management-science-university,600,Asia,Malaysia,5,"Management & Science University (MSU)is one of Malaysia's top universities with a focus on developing and delivering quality human capital in national and global critical- need areas; among these are Medicine, Health Sciences, Pharmacy, Information Sciences, and Engineering, besides Business Management & Professional Studies, Education & Social Sciences, Hospitality & Culinary, and Music & Fashion. The moment you step into the MSU campus, you will experience the dynamic cultural diversity that is felt all around. Our students bring life into the overall vibrancy on site, with their combination of personalities and lifestyles. Their different racial or academic backgrounds and experiences, add unique features of the university, where individual growth and communication are leveraged. As a top university in Malaysia and the country’s best teaching and learning university, Management & Science University prioritizes student development to enhance graduate employability. Its highly qualified academics and international visiting professors support a holistic curricular framework that delivers compelling learning experiences. The university’s award-winning academic program mes meet the stringent standards of local and international bodies. MSU ac creditors include theMalaysian Qualifications Agency(MQA), the united Kingdom’s Accreditation Services for International Schools, Colleges & Universities(ASIC), Japan’s Alliance on Business Education and Scholarship for Tomorrow(ABEST21) and the accreditation Council for Entrepreneurial & Engaged Universities (ACEEU).

To find out more information about the university, please visit its social media accounts: Facebook, Twitter, Instagram, You Tube"
Taipei Medical University (TMU),https://www.topuniversities.com/universities/taipei-medical-university-tmu,601,Asia,Taiwan,5,"Taipei Medical University(TMU)has been a leader in Taiwan’s healthcare system since its establishment in 1960. Around6,000 students from over 40 countries are currently enrolled in TMU’s 10 colleges. TMU established the 11 th college, College of Interdisciplinary Studies in 2018, serving as a platform for innovation and entrepreneurship, and cultivates our next-generation biomedical talents with the sparks of an interdisciplinary approach. TMU leads in many research areas including cancer translational medicine, neuroscience, pulmonary medicine, AI in medicine, cell therapy & immunotherapy, and medical device development. With research strengths and results being recognized by the government and funding agencies, we have already secured several major research grants in these areas. Moreover, TMU has helped incubate18 startups, and raised an Entrepreneurship Fund that offers support to accelerate the commercialization of research findings along with the establishment of TMU Bio med Accelerator. Finally, the imminent launch ofTMU Biotech Park in Shuang Ho Campus will complete the ecosystem for TMU’s innovative entrepreneurship. TMU’s education offers have expanded with the university’s commitment contributing to health service worldwide, accommodating interests of students from around the globe to develop area expertise and service their own communities. TMU's commitment to internationalization has resulted in over45,000 alumni working to improve healthcare systems around the world. Having welcomed its 60th anniversary in 2020, TMU continues to change and advance in global rankings that have placed it at the front of Taiwan's private universities in medicine and health science."
Tulane University,https://www.topuniversities.com/universities/tulane-university,602,North America,United States,1,"Tulane University offers what students around the globe long for, a top-tier learning experience that educates the whole person – intellectually, culturally, and socially. The 190-year-old institution teaches students to love knowledge for its own sake, while preparing them to use that knowledge to tackle the most pressing issues of our time. Tulane is a driver of global-impacting research, discovery, and creativity. Its researchers are leaders in countless fields, from developing treatments and vaccines for the deadliest infectious diseases to using virtual reality in combating addiction.

Tulane scientists are also protecting their hometown, the city of New Orleans, and cities worldwide through their work in wetland restoration and preservation and in helping coastal communities adapt to environmental change. In addition, Tulane is home to some of the country’s most influential authors and thinkers and is renowned for its studies of Maya and other ancient civilizations.

With a unique history, location, culture, academic structure and “right-sized” population built for collaboration, Tulane is able to break down the silos and cross boundaries that have traditionally separated academic fields and sometimes thwarted true innovation. As a major research institution, Tulane operates on multiple campuses but is still a university with small class sizes and one-on-one mentoring relationships between students and faculty.

Tulane is located in one of the most culturally diverse and environmentally significant regions of the world. Founded in 1834 as the Medical College of Louisiana with the goal of combating tropical diseases, the university has long been a hub of innovation and interdisciplinary learning and discovery. Tulane is currently embarking on a historic expansion downtown that will place more of its researchers and inventors in the heart of New Orleans’ Bio district where, through its newly established Innovation Institute, it will drive research-based entrepreneurship throughout the city and region.

As the only private national research university in the Gulf South, Tulane embraces the region’s distinctive culture, creativity, and social challenges as inspiration for its research, teaching, and public service."
University of Szeged,https://www.topuniversities.com/universities/university-szeged,603,Europe,Hungary,3,"The university of Szeged(SZTE) is is located in Szeged at the Southern border of Hungary. It is said to be the safest city in Hungary and a popular university town in Europe.

The University of Szeged traces its 
origins back to the 16th century, and it is one of Hungary’s most 
prestigious and competitive universities, regularly listed as one of the
 best national institutions by the QS World University Rankings. Our 
educational and research activities related to natural sciences also 
have an excellent global reputation, and the university is regularly 
ranked among the top 500 institutions for physical and life sciences by 
the QS University Subject Rankings.

Health and Life Sciences have a long-standing tradition at the University of Szeged withAlbert Szent-Györgyi, winner of Nobel Prize 1937andKatalin Karikó, winner of Nobel Prize in Physiology or Medicine in 2023- just to mention two of our most prominent scientists.

Available scholarships at the University of Szeged include theStipendium Hungaricumand theVisegrad Fund which enables students from across the world to attend the university.

To find out more about the university, you can visit its social media channels: Facebook; Twitter; LinkedIn; Instagram; YouTube, or e-mail[email protected]."
University of Texas at Dallas,https://www.topuniversities.com/universities/university-texas-dallas,604,North America,United States,3,"The University of Texas at Dallas is a public research university   located   in Richardson, Texas, in the center of the Dallas-Fort Worth Metroplex. It is one of the largest public universities in the Dallas   region  .

UTD’s trajectory as one of the fastest-growing public universities in the U. S. is fueled by its bright students, faculty, staff, alumni, and the stature of its programs.   Designated   as an “R1” institution – a classification reserved for doctoral universities with “very high research activity” – by the Carnegie Commission on Higher Education, UTD is part of The University of Texas System and is aligned strategically with other institutions, corporations, and nonprofits, including medical school, UT Southwestern, and prestigious universities worldwide.

UT Dallas is ranked the #3 Best Public University in Texas by   U. S. News & World Report  , #1 in the state of Texas for International Students (IIE Open Doors) No. 1 in the nation for the most international students on Optional and Practical Training (OPT), and No. 18 medical feeder school in the U. S. (American Association of Medical Colleges).

The University was initially founded in 1961 as a private research arm of Texas Instruments focused on doctoral programs and later expanded to   master's   and undergraduate programs. Our 600-acre campus sits north of downtown Dallas and minutes away from global corporate headquarters and a renowned arts district.

UTD is home to   30,000   students, including over   5,000   international students from   more than 100   countries. Th  e   student body   benefits   from a residential campus known for academic rigor, career focus, social opportunities, and a sustainable and   natural   landscape featuring more than 7,000 trees. UTD achieved STARS Gold status for sustainability and was named a Bee Campus USA, Tree Campus   U  SA,   an  d Bicycle Friendly University  .

The University is associated with four Nobel Prizes and has members of the National Academy of Sciences and National Academy of Engineering on its faculty with notable research projects areas such as space science, bioengineering, cybersecurity, nanotechnology, and behavioral and brain sciences. UTD's academic areas of strength include science, technology, engineering,   animation and game develop  ment  ,   mathematics, business  ,   management  , and     the social sciences.

The University has developed a breadth of highly diverse educational paths with more than   150   academic programs across seven schools, including:

Harry W.   Bass   Jr.   School of Arts, Humanities, and Technology

Behavioral and Brain Sciences

Economic, Political and Policy Sciences

Erik Jonsson School   of   Engineering and Computer Science

Interdisciplinary Studies

Naveen Jindal School of Management

Natural Sciences and Mathematics

In addition to an array of nationally ranked programs, UTD is a campus enriched by notable art collections   including the renowned Crow Museum of Asian Art   and   many   service-learning opportunities. Last year, UTD students logged more than   85,000   hours       of student community service  .    The University’s NCAA Division II   athletics program fields 15 teams, and students   participate   in over   350   student organizations, various intramural sports   with 30   club sports ranging from archery, cycling, rugby and cricket  .

At graduation, UTD students are ready for the next phase of their careers.   Programs like   Ut design  ,   UTDsolv  ,   Ut discovery  ,   Ut each   Dallas, and the Teacher Development Center allow students to stretch their creativity and work on projects with   other institutions, organizations, and companies   before they graduate. The Institute for Innovation and Entrepreneurship also provides students   at all levels   with the tools they need to launch businesses, and the   more than   4,  3  00 internships students   participate   in each year provide them with real-world experience  .

UTD is at the heart of a complex of major multinational technology corporations, the Telecom Corridor.   More than 5,700 businesses   operate   here, including 600 of the world's largest telecommunications and networking companies, such as AT&T, Verizon, Cisco Systems, Samsung, ZTE, MetroPCS, Texas Instruments, Qorvo and Fujitsu.

UTD attracts an uncommon combination of student and faculty resources to the dynamic and globally connected Dallas-Fort Worth area. As the fourth-largest metropolitan area in the United States with a high concentration of Fortune 500 headquarters, DFW’s thriving business enterprises make it a hub of major career opportunities. With shopping, entertainment venues, professional sports, museums, and nature trails, there is always something new to explore in the area."
Canadian University Dubai,https://www.topuniversities.com/universities/canadian-university-dubai,605,Asia,United Arab Emirates,1,"TheCanadian University Dubaihas a new location at city Walkin the heart of downtown Dubai. The university now offers hi-tech classrooms, an incubator lab and innovative subject specific labs, with a primary focus on entrepreneurship, research and a non-conventional approach to teaching and learning.

A wide range of laboratories and research facilities are among the new amenities. Students will benefit from flexible and innovative approaches to teaching and learning.

Canadian University Dubai (CUD) is the first licensed Canadian university outside of Canada. CUD offers an education based on the Canadian curriculum, giving students an internationally recognized degree. Students can start their degree with CUD and transfer to one of their partner universities in Canada to graduate. Studying at CUD provides a gateway for students to pursue higher education, research, and employment opportunities inCanadaand around the world.

CUD is licensed by the UAE Ministry of Education, accredited by the Commission for Academic Accreditation (CAA), holds program accreditations such as, PSRA and IAA, and leading industry certifications such as CIMA, CFA, ACCA.

The main language of instruction at CUD is English but:

To find out more about CUD, please visit its social media platforms: Instagram; Facebook; Twitter; LinkedIn; TikTok; YouTube."
National Chengchi University,https://www.topuniversities.com/universities/national-chengchi-university,606,Asia,Taiwan,1,"National Chengchi University (NCCU) was founded in 1927. Over the past 8 decades through re-formation and development, we have been upholding our motto, “Harmony, Independence, Balance and Preeminence”, and have continued to refine our teaching methods and research in order to nurture talent for our country and society.

We currently have 12 colleges excelling in the Liberal Arts, Law, Commerce, Science, Foreign Languages, Social Sciences, Communication, International Affairs, Education, International College of Innovation, College of Infomatics, and Global Banking & Finance. 34 departments, and 48 postgraduate institutes, of which 34 offer doctoral programs. We have founded 16 on-the-job MA programs, and also 8 distinguished International Master's Programs and 3 International Doctoral Programs.

NCCU also provides a series of public facilities including the Center for Public and Business Administration Education, Social Science Information Center, Computer Center, Institute of International Relations, Election Study Center, Center for the Third Sector, Center for Creativity and Innovation Studies, Center for China Studies and Taiwan Studies Center to support instructors and students’ educational needs. In addition, NCCU also has an affiliated high school, an experimental elementary school and kindergarten, by which NCCU forms a consistent and articulated education system from pr e-school level to the Ph. D program."
University of Eastern Finland,https://www.topuniversities.com/universities/university-eastern-finland,607,Europe,Finland,4,"The University of Eastern Finland is the most multidisciplinary university in Finland. Our high standard of interdisciplinary research and education respond to global challenges and build a sustainable future. Our research is ranked among the best in the world in several fields. We offer education in nearly 100major subjects and we train experts for tomorrow’s changing lab our market needs.

Our profile areas in research and education are:

We are a sought-after place to study, thanks to our teaching based on the latest research and our diverse academic offering, as well as our flexible study opportunities and our selection of minor subjects freely available to students. We are a pioneer of continuous learning.

Students, high-level learning processes and student well-being stand at the core of our activities. We offer our students inspiring, open and continuously evolving learning environments: comfortable facility solutions and modern digital environments support learning.

At UEF, we also have extensive international relations and are involved in several international net works as our teaching and research staff, and students participate in various programs. In addition, we have concluded bilateral agreements of cooperation with approximately 100 international universities.

To find out more , please visit our  website ,  Facebook ,  Twitter ,  LinkedIn ,  Instagram  and  YouTube channel .

If you are interested in learning more about the international Master’s program mes we offer, please visit  uef. fi/masters . Links to program me-specific websites can be found from the programme list below."
"The University of Tennessee, Knoxville",https://www.topuniversities.com/universities/university-tennessee-knoxville,608,North America,United States,0,"The University of Tennessee buzzes with energy, ideas, and optimism. Great professors and students from throughout the world live and work in a friendly, safe campus community located in scenic East Tennessee. The campus and its signature ""Hill"" lure students with green space, nearby lakes, and vistas of the Great Smoky Mountains National Park. Students enjoy provocative speakers, great entertainers and artists, a first-class research library, a technology-rich infrastructure, great local music and recreation, nationally competitive athletic teams, and abundant opportunities for community service. The university is a co-manager with Battelle of the nearby Oak Ridge National Laboratory. Faculty and students experience unparalleled research and learning opportunities at the Department of Energy's largest science and energy lab. UT prides itself on adding value to Tennessee--by educating its students, doing research and creative work that improves quality of life, and reaching out to share expertise with Tennesseans. The University of Tennessee stands in a class by itself as Tennessee's flagship institution and one of the United States' great public research universities."
University of Siena,https://www.topuniversities.com/universities/university-siena,609,Europe,Italy,4,"The university of Sienaawards first cycle, second cycle and single long cycle degrees in the following fields: Economics, Pharmacy, Law, Engineering, Arts and Humanities, Arts and Humanities in Arezzo, Social and Political Science, Medicine and Surgery, Dentistry and Dental Prosthodontics, Mathematical, Physical and Natural Sciences and, carried out in fifteen Departments.

Postgraduate education is carried out in postgraduate schools, postgraduate vocational training courses, refresher courses and summer schools, while postgraduate research is performed in the doctoral schools.

The University of Siena runs 33 first cycle degree program mes (Bachelors), 36 second cycle degrees (Masters), 1 single cycle degree programme in Law and 4 single cycle degree program mes in the field of Medicine and Pharmacy regulated by European Union directives.

Amongst these degrees, one Bachelor and seventeen Masters are taught entirely in English and eleven offer a double degree program.

The University of Siena has also activated the “Foundation Course” in English, aimed at international students who:

-         -  do not possess the minimum years of schooling (12) required for enrollment in a Degree Course;

-         -  possess the minimum years of schooling  required, but do not pass the mandatory admission test to enroll in the Degree Courses in Economics and banking and in Economics and management.

As for the postgraduate courses, students can choose from a wide selection, including doctoral degree program mes, specialization schools and postgraduate vocational training courses, the latter being designed to offer specific training in the most innovative sectors.

The general access requirement is the Italian school leaving qualification awarded after completion of 12 years of schooling and passing the relevant State examination; comparable foreign qualifications may also be accepted. Admission to some degree courses may be based on specific course requirements.

The academic qualifications are organised in three cycles:

First cycle – Undergraduate studies

Second cycle – Graduate studies

Third cycle – Postgraduate studies: Research doctorate degree - Specialisation degree

General contact Email:[email protected]"
Nottingham Trent University,https://www.topuniversities.com/universities/nottingham-trent-university,610,Europe,United Kingdom,3,"Nottingham Trent University (NTU) is recognised as one of the UK’s truly outstanding universities, with a commitment to student satisfaction, graduate employment, and teaching quality.

We have been voted 1st for Employability in the UK by students on Uni Compare 2025, and have been named University of the Year for 5 times in 6 years  (THE Awards 2017, The Guardian Awards 2019, The Times and Sunday Times 2018 and 2023, What uni Student Choice Awards 2023).

Our teaching is among the best available in the UK. We’ve been rated Gold in the UK government’s Teaching Excellence Framework, the highest ranking available.

Our lecturers have extensive experience in industry, research, and the professions. You’ll learn so much from them about the theory and the practice of your subject. You’ll also benefit from inspirational guest lecturers and speakers who’ll bring your subject to life.

There are over 500 full-time courses to choose from, each offering opportunities to get practical, work-like experience in your subject. Many courses offer a one-year placement giving you the chance to gain experience working in the UK.

We offer a range of scholarships to international students. These prestigious awards are worth from £2,000 up to half your tuition fee.

Nottingham is a great city to be a student. There are around 75,000 students living here from all over the world. Around 40,000 of these are studying at NTU. Nottingham itself has everything a university city needs – award-winning nightlife, culture, and sports - and what's more, it's extremely budget-friendly. It’s a welcoming city and we know you’ll make friends for life here.

The University is spread over four main campuses; City, Clifton, Bracken hurst and London. Your campus will be the centre of your student life. That’s why we’ve invested £450 million into our study, social and sporting spaces in 10 years including a live music venue, gyms and even a 30 ft climbing wall.

You’ll be joining a truly international community at NTU – with students and staff from over 160 countries. The University is fo cussed on connecting globally and we have plenty of opportunities for our students to gain international experience."
Peter the Great St. Petersburg Polytechnic University,https://www.topuniversities.com/universities/peter-great-st-petersburg-polytechnic-university,611,Europe,Russia,5,"Founded more than 120 years ago, Peter the Great St. Petersburg Polytechnic University(SPbPU) is one of the leading universities in Russia having top-positions in the World University Rankings. The University has the 11th place among the top 100 Russia’s universities. Our University has always been among the leaders of higher education – TOP-3 among Russian technical universities by number of international students.

Today, the University has more than 33 thousand students studying under various educational programs; of those, 8500 are international students from over 120 countries. Polytechnic University includes 12 institutes, 33 graduate schools, a major research and development complex with research laboratories, R&E centers, co-working center and Techno polis Science park, fundamental library, campus including the International campus, medical center, modern sports centers, camps, university students club and student’s communities, etc.

The university has partnerships with more than 520 universities including 13 strategic partner universities, over 100 contracts with world's foremost industrial companies and 2 Representative Offices in Madrid and Shanghai. SPbPU is home to over 40 international research and education centers which carry out research collaborations in the field of education and science with major companies including Motorola, Microsoft, Siemens, LG, Apple and AT&T.

Studying in St. Petersburg

Our students definitively benefit from studies and everyday life in Russia’s most beautiful– Saint Petersburg! The city is considered to be a steady bridge between Russia and Europe, welcoming people from all over the world.

SPbPU is a national research university which combines multidisciplinary R&D activities with advanced technology to prepare graduates to work in today’s competitive marketplace. University allows to choose from a broad variety of up-to-date educational in the fields of Engineering, IT and Intelligent Systems, Physics, Natural Sciences, Management, Business and Economics, Social Sciences and Humanities.

SPbPU offers Bachelor’s degree and Master’s degree in 50 different fields of engineering science, PhD and DSc in 90 research areas, in addition to non-degree and international education programs. The University develops 85+ international educational programs; a number of them are accredited by Ac quin and EVALAG. University is welcoming international students and offers a wide range of various programs:

• University Foundation Programs

• Degree Programs in Russian (BSc, MSc, PhD)

• Degree Programs in English (BSc, MSc)

• Double Degree Programs

• Exchange Programs in English

• Russian Language and Culture Courses

• Summer and Winter Schools - the largest Summer School in Russia

Our graduates are highly demanded on the lab our market and take top positions in such companies as Siemens, Rosatom, Roscosmos, Gaz prom, LG, Philips, Boeing, etc. Poly tech’s Alumni are among outstanding world-known scientists, talented engineers, employees of large companies and even countries’ leaders. Polytechnics are among the top 100 most influential people in Russia, have leading positions in global companies, are on Forbes lists as well as among European and world champions.

Our programs keep a high profile due to the following benefits:

• Studies in English and in Russian

• Scholarships for talented students (“Open Doors: Russian Scholarship” Project)

• Project learning

• Practice and research activities

• Foreign internships - semester abroad option for all students

• Double Degree options

• On-campus accommodation

• Cross-cultural environment (international groups)

• Baddy program and tutors’ support for international students"
Ulster University,https://www.topuniversities.com/universities/ulster-university,612,Europe,United Kingdom,2,"With over 27,000 students and 2,700 staff across our campuses, Ulster plays a special role in the cultural, societal and economic advancement of Northern Ireland.  Our regional model is deeply rooted in local communities, whist making a sustained impact on the global stage.  Reaching out from our cen tres of excellence in Derry-Londonderry, Coleraine, Belfast and Jordanstown Sports Village, through our many collaborative partnerships, Ulster is making a difference and having a lasting impact for individuals and communities alike.

Ulster enjoys a national and international reputation for excellence in research and teaching, reflected in our Research Excellence Framework and National Student Survey results.  The aspirations of our vibrant student community are met across our four sites, each offering a student experience unique to its location and subject areas.  We are recognised for our outstanding impact on student outcomes due to the excellence of our committed teaching community; delivering a learning experience that develops skills, raises ambitions and prepares future leaders.

We are uniquely positioned to stimulate and drive forward balanced regional development.  Through pioneering research and innovation, we have contributed to advances that are helping to build sustainable futures.  With a focus on people, place and partnerships, we are committed to building the capacity and capability needed to secure economic growth and other societal benefits.  By investment in world class infrastructure and in our people, we will continue to nurture talent and ambition built on research, innovation, and academic excellence, that is ‘best in class’.  We will equip our students with the skills to tackle challenges responsibly and confidently in resourceful and inclusive ways.  The pace of change, technological advances and disruption are creating new opportunities that we are determined to embrace.  In doing so, we are optimistic that our contribution will deliver a safer and sustainable future for us all.

As a multi-campus university, we are trans formative, unlocking the potential of people, place and partnerships to build sustainable futures for all.  We aim to enhance the learning and social experiences of students; through the creation and dissemination of knowledge, enhance outcomes for students, society & cultural life, and the economy; and enhance the working lives and development opportunities of our staff.   We are committed to placing sustainability at the centre of what we do, because we are custodians of the future."
Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),https://www.topuniversities.com/universities/universiti-malaysia-pahang-al-sultan-abdullah-umpsa,613,Asia,Malaysia,2,"Universiti Malaysia Pahang (UMP) was established by the Government of Malaysia on 16 th of February 2002. UMP was set up as a competency-based technical university that specialises in the fields of engineering and technology. UMP is located in the east coast state of Pahang, the biggest state in Peninsular Malaysia with vast areas of rain forest endowed with a wide range of biodiversity and natural resources. The campus is also strategically located in the East Coast Industrial Belt of Peninsular Malaysia which hosts a large number of multinational corporations (MNCs) in the chemical, petrochemical, manufacturing, automotive and biotechnology industries. UMP focuses on two major areas: i) Chemical Engineering and Industrial Biotechnology ii) Automotive Engineering and Manufacturing Engineering. UMP offers a wide rage of skills-based higher education programs in engineering and technology to produce competent engineers. As for research, UMP university focuses on applied research and industrial projects to enrich the teaching and learning processes as well as to promote the commercialization of research products. UMP offers a wide range of practical-based higher education program mes in engineering and technology. Our application-oriented curriculum which integrates theory and practise in the concept of a teaching factory emphasises experiential and action learning, task oriented and problem solving. Our university focuses on applied researchers and industrial projects to enrich the teaching and learning processes while promoting the commercialisation of the research products, thus exposing our students to the latest research and development activities in the industries. Our campus is fully equipped with the latest ICT systems, including the wireless broadband internet connections to facilitate the university’s electronic-based e-Learning and e-Management activities. UMP is committed to the development of human capital and technology to fulfil the needs of industries and contribute to national development."
